m3ag3;q06;0;0:00:00.399399;
m3ag3;q06;1;0:00:00.391175;
m3ag3;q06;2;0:00:00.412879;
m3ag3;q06;3;0:00:00.418990;
m3ag3;q06;4;0:00:00.411861;
