m3ag3;q03;0;0:00:00.421871;
m3ag3;q03;1;0:00:00.405327;
m3ag3;q03;2;0:00:00.390953;
m3ag3;q03;3;0:00:00.403520;
m3ag3;q03;4;0:00:00.409891;
