m3ag3;q01;0;0:00:00.652861;
m3ag3;q01;1;0:00:00.408911;
m3ag3;q01;2;0:00:00.427404;
m3ag3;q01;3;0:00:00.415571;
m3ag3;q01;4;0:00:00.444617;
