m3ag3;q02;0;0:00:00.435698;
m3ag3;q02;1;0:00:00.402805;
m3ag3;q02;2;0:00:00.416932;
m3ag3;q02;3;0:00:00.431515;
m3ag3;q02;4;0:00:00.398090;
