m3ag3;q05;0;0:00:00.477835;
m3ag3;q05;1;0:00:00.412616;
m3ag3;q05;2;0:00:00.419230;
m3ag3;q05;3;0:00:00.389743;
m3ag3;q05;4;0:00:00.403746;
