m3ag3;q04;0;0:00:00.453076;
m3ag3;q04;1;0:00:00.404276;
m3ag3;q04;2;0:00:00.423295;
m3ag3;q04;3;0:00:00.408970;
m3ag3;q04;4;0:00:00.406557;
